StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
,It's a common pattern. Transient threadpools like the above are good for several reasons and I pretty much always prefer them to persistent threadpools where a lot more can go wrong or at least it can be harder to figure out. The above is really straightforward which is why I like it. – cletus Aug 9 '09 at 5:29,,,,
,this is exactly what shutdown / awaitTermination are meant for – matt b Aug 9 '09 at 14:31,4,4,,
,"It is a good pattern if this task handling is a one-time event. If this is done repeatedly during the same runtime, however, it is not optimal, as you would create and tear down threads repeatedly every time it is executed. – sjlee Aug 9 '09 at 16:25",2,2,,
,This pattern is incomplete: Some unsubmitted tasks may be never executed. – 象嘉道 Jul 24 '11 at 22:47,6,,,
,"@Kejia It is not incomplete... Think about it this way: Your main thread is spawning off subthreads in a loop. When it's done adding, you run this code. You might see output out of order, but all of your tasks will have been spun off. Thanks @Cletus! – inanutshellus Aug 17 '11 at 15:32",6,,,
,"I'm looking for any official documentation that Long.MAX_VALUE, TimeUnit.NANOSECONDS is equivalent to not having a timeout. – Sam Harwell Aug 22 '12 at 14:04",1,1,,
,@serg is this still considered the best answer over using invokeAll() as proposed by sjlee? – Brad Aug 27 '12 at 21:35,7,,,
,"I can't believe that you have to use shutdown in order to join on all the current threads (after using shutdown, you cannot use the executor again ever). Suggest using list of Future's instead... – rogerdpack Nov 2 '12 at 16:02",3,3,,
,As I'm testing this out I found that the executor finishes before all tasks have completed. If I use Thread.sleep(100) before calling shutdown() it works. So I suspect that there may be some timing issues with your code if the time between adding tasks to the shutdown call is too small. – jontejj May 14 '13 at 17:47,,,,
,this wont work if you dont want to shutdown the executor. For a perpetually running batch kind of thing u need to submit jobs and wait for them to finish before jumping ahead. In Such a case a latch or a barrier makes more sense than a shutdown. – Nazgul Nov 11 '13 at 15:25,,,,
,IMO it's probably not a wise thing to NOT have a timeout. There's always a likelihood your task is stuck / deadlocking and the user would wait forever. – gerrytan Jan 28 '14 at 2:10,5,5,,
,"@ashutosh I can't find any documentation on this. It appears to be a method of a Spring library, and not plain Java functionality. – Zero3 May 14 '15 at 20:23",,,,
,"@SamHarwell see the java.util.concurrent package documentation under the Timing section: To wait ""forever"", you can use a value of Long.MAX_VALUE – beluchin Aug 28 '15 at 22:01",1,1,,
,@ashutosh 1) That requires springframework. 2) Doesn't look any simpler to me than shutdown/awaitTermination. – ToolmakerSteve Sep 6 '15 at 9:35,,,,
,Is it better than using infinite loop while checking isTerminated() ? – Praveen Kumar Jan 6 '16 at 6:50,,,,
,If I don't want to shutdown because I want to keep my executor alive. How can I know the maximum number of pending tasks that could I have there? – Sergio Bilello Apr 5 '16 at 20:49,,,,
,"@SamHarwell TimeUnit.NANOSECONDS and Long.MAX_VALUE equals 106,751 Days or 292 years (TimeUnit.NANOSECONDS.toDays(Long.MAX_VALUE);), that should be enough, or use some of the bigger TimeUnits. – hinneLinks Dec 9 '16 at 7:51",1,1,,
,"When sizing thread pools, it is often useful to base the size on the number of logical cores in the machine running the application. In Java, you can get that value by calling Runtime.getRuntime().availableProcessors(). In this case, it would be Math.min(4, Runtime.getRuntime().availableProcessors()); – eli-bd Jun 24 '17 at 16:23",,,,
,executor.shutdown(); is stopping my program !! – Jobs May 7 '18 at 18:40,,,,
,Java apis are pretty terrible. Thank you for this insight. – Mobigital Aug 2 '19 at 19:34,,,,
,@cletus is awaitTermination() necessary after shutdown()? – gaurav Oct 11 '19 at 11:04,,,,
https://stackoverflow.com/a/37308580/5749570,"Well, this effectively means that any Function can always be used as a Consumer, right? I wasn't aware of this design choice, so thanks for pointing this out. Still, why then are Function Lambdas like s -> s not allowed as Consumer arguments? – Ulrich Schmidt May 18 '16 at 20:41",2,2,,
,"Well, there's always the Java typing issue, so you can't pass a constructed Function as Consumer or cast/assign it to a Consumer variable. It still uses the same old Java typing mechanism - you can think of lambdas as anonymous classes, except with prettier syntax and different internals. (I won't go into details, but chances are that they do not compile into the same exact bytecode.) However, any method that could construct a Function<A, B> (that consumes type A), could be used to construct a Consumer<A>. – JustACluelessNewbie May 18 '16 at 20:49",2,2,,
,"About the s -> s - my guess is that if you explicitly define a new lambda without referencing an existing method, you have to follow its exact method signature. In this case, Consumer<String> does not return anything, so you cannot just end the lambda with a line that basically stands for return s;. s -> s.toString() (which would pretty have the same result) should work, as the method would be simply invoked and its result (s) would be ignored. – JustACluelessNewbie May 18 '16 at 20:56",2,2,,
,"It does work indeed! Amazing! s -> s triggers a compiler error ""Void methods cannot return a value"" but s -> s.toString() is accepted. I still don't understand the difference between these two Lambda expressions. – Ulrich Schmidt May 18 '16 at 21:02",2,2,,
,"s -> s is an equivalent of s -> { return s; }, which fails to compile, as Consumer method cannot return a value. s -> s.toString() might seem to ""do"" the same thing, but it actually is an equivalent of s -> { s.toString(); }, which simply invokes a method, but does not return anything. So - in the first example, you're trying to return a value. In the second, you're actually invoking a method and ignoring its result. – JustACluelessNewbie May 18 '16 at 21:14",2,2,,
,"I think I understand it now :-) If the target type is a Consumer, then s -> s.toString()is interpreted as s -> { s.toString(); }. If the target type is a Function, then the same lambda is interpreted as s -> { return s.toString(); } – Ulrich Schmidt May 18 '16 at 21:24",2,2,,
,"Yes, that's it. Is there anything you'd like me to add to the original answer or can it be accepted as it is? – JustACluelessNewbie May 18 '16 at 21:31",2,3,This is still group 2. They are trying to conclude the discussion.,ok
,Your original answer is certainly acceptable in light of our discussion. Thanks again for your patience in explaining these things. Type inference does sometimes lead to suprising conclusions! – Ulrich Schmidt May 18 '16 at 21:36,2,3,,
,"Here's the basis for this design decision: Java allows you to call a method and ignore the return value (a method invocation expression as a statement). Since we allow this at the invocation, we also allow this when adapting a method to a functional interface whose arguments are compatible but the functional interface is void-returning. – Brian Goetz May 18 '16 at 23:20",1,1,,
,"Note also that we'll do other adaptations (boxing, unboxing) to make the shape of the lambda match up with the expected shape of the functional interface. Ignoring a return value is just one of those adaptations. – Brian Goetz May 18 '16 at 23:21",1,1,,
,"A convenient way to adapt a Function<T,R> to a Consumer<T,R> is to append ::apply to a Function instance; then the Function return type can be ignored like any other method that returns a value, e.g. Function<String,Integer> f = String::length; Consumer<String> c = f::apply; – Hank D May 19 '16 at 4:22",3,4,This will auto align if you change the above.,
https://stackoverflow.com/a/23318269/5749570,This has changed now. You can use Java 7 as well. As long as you don't use try with resources. – Martin Nov 30 '14 at 12:11,3,5,This will auto-align if you change the below one.,
,"Did Java 8 change the way the bytecode works? If not, it should be fine to use any version of Java, theoretically, as long as it compiles. – Ben Leggiero Mar 12 '15 at 14:13",1,2,This will auto-align if you change the below one.,
,"the correct question is: what if you use new features in java 8 not exists in java 7 to build android app, is it ok? to be on safe side follow official instructions. – Eng. Samer T Mar 12 '15 at 20:12",1,3,This is not a separate group. This is user is simply asking the previous commenter to rephrase her question.,ok
,"@BenC.R.Leggiero there's no new bytecode in Java 8, but the instructions' meanings and structures were changed stackoverflow.com/questions/28228450/… stackoverflow.com/questions/16143684/… – phuclv Mar 14 '15 at 19:13",1,2,This will auto-align if you change the below one.,
,"Please do not post ""Update N"" in your answer. Rewrite it to have up-to-date information. Otherwise, SO will in a few years be as difficult to get information from as the forums it superseded. – Aleksandr Dubinsky Mar 7 '16 at 21:44",C,1,"Though it is the most voted comment, it has no value. It is a pure criticism. It is actually a meta-comment.",ok
,"As I understand it, It says Android N is supporting Java 8, so it means APIs < Android N doesn't have it. Is this correct? – Neon Warge Jun 17 '16 at 2:47",,,,
,Jack toolchain is now deprecated as per this announcement. Replacement is in the works. – Andrey Makarov Mar 28 '17 at 3:30,,,,
